# Tabela1 | Lab.Moderna | Va = 3
# AJUSTE CURVA Razão Carga / Massa do Elétron - Exp. Tubos Catódicos
# X   Y 
0 0
-0.1 -38
-0.2 -75
-0.3 -100
-0.4 -126
-0.5 -148
0.1 31
0.2 58
0.3 81
0.4 105
0.5 129
